자립	김보영/영남대학교 새마을국제개발학과 교수 장애계에서 제기하게 된	자립	생활(Independent Living)은 점차 보편적인 사회서비스의 목적으로 인식되고 있다. 현재 정부에서 추진하고 있는 커뮤니티 케어 역시 자립생활의 맥락에서 이해될 수 있다.
자립	과 교수 장애계에서 제기하게 된 자립생활(Independent Living)은 점차 보편적인 사회서비스의 목적으로 인식되고 있다. 현재 정부에서 추진하고 있는 커뮤니티 케어 역시	자립	생활의 맥락에서 이해될 수 있다. 결국 시설이 아닌 지역사회에서의 삶을 보장하겠다는 것은 집단의 일부로서가 아니라 독립된 개인으로서의 삶을 살 수
자립	관계없이 자신의 자율적인 선택권을 존중받으면서 살아갈 수 있도록 하는 것이 복지국가에서 응당 지향해야 할 목표이자 가치인 것이다. 물론 여기에서 말하는	자립	이 어떠한 지원도 없이 홀로서는 것을 의미하는 것은 아니다. 오히려 반대로 제대로 된 공적 지원이 전제가 되어야지만 자립생활이 가능하다. 하지만
자립	물론 여기에서 말하는 자립이 어떠한 지원도 없이 홀로서는 것을 의미하는 것은 아니다. 오히려 반대로 제대로 된 공적 지원이 전제가 되어야지만	자립	생활이 가능하다. 하지만 자립생활을 위해서는 이러한 서비스가 당사자의 의존을 만드는 방식이 아니라 당사자의 자율적인 생활을 보장할 수 있는 방식으로 제공되는
자립	자립이 어떠한 지원도 없이 홀로서는 것을 의미하는 것은 아니다. 오히려 반대로 제대로 된 공적 지원이 전제가 되어야지만 자립생활이 가능하다. 하지만	자립	생활을 위해서는 이러한 서비스가 당사자의 의존을 만드는 방식이 아니라 당사자의 자율적인 생활을 보장할 수 있는 방식으로 제공되는 것이 중요하다. 그래서
자립	법적 책임과 세금, 보험료 납부 등도 모두 장애인 당사자가 책임을 져야 하니 처리해야 할 서류는 산더미였다. 사실 서구복지국가의 경우에 이러한	자립	생활 논의는 국가중심의 전문가주의에 대한 비판에서 비롯된 측면이 있었다. 이미 (지방)정부 중심의 서비스 체계가 발달해 온 역사에서 장애인에 대한 지원이
자립	맥락이 있었다. 그런데 우리나라에서는 이제 당장 7월에 등급제가 폐지된다고 하지만 정부의 책임 있는 서비스 체계 자체가 여전히 요원하다. 인정조사든 종합조사든	자립	생활을 위해서는 얼마만큼의 서비스가 필요한가를 결정하기 위한 도구여야 하지만 이 기계적인 점수 매기기는 오히려 충분치 못한 서비스에 대한 책임을 떠넘기는
자립	서비스로 확대된다지만 여전히 나머지 서비스는 지자체와 장애인복지관 등 민간복지기관에서 제공하니 당사자를 중심으로 한 통합적 지원체계와는 거리가 멀다. 그래서 우리나라의 맥락에서	자립	생활을 실현하기 위해서는 개인적 수준에서의 선택권보다는 공적인 통합성과 책임성이 우선적 과제일 수 있다. 자립생활의 권리를 제대로 된 지원을 통해서 보장할
자립	통합적 지원체계와는 거리가 멀다. 그래서 우리나라의 맥락에서 자립생활을 실현하기 위해서는 개인적 수준에서의 선택권보다는 공적인 통합성과 책임성이 우선적 과제일 수 있다.	자립	생활의 권리를 제대로 된 지원을 통해서 보장할 수 있는 공적 체계가 존재하고 있지 않은 상황에서 개인적 선택권이란 자립생활의 보장을 의미하기보다는
자립	과제일 수 있다. 자립생활의 권리를 제대로 된 지원을 통해서 보장할 수 있는 공적 체계가 존재하고 있지 않은 상황에서 개인적 선택권이란	자립	생활의 보장을 의미하기보다는 그에 대한 책임과 그로 인한 위험을 당사자에게 떠넘기는 결과가 되기 쉽기 때문이다. 장애인의 기본적 권리보장을 위한 공적
