자율	| 용인특례시의회 자치행정위원회는 4일 의회 대회의실에서 ‘용인시	자율	방범대 지원에 관한 조례 전부개정조례안’에 대한 간담회를 개최했다. 이번 전부개정조례안은 ‘자율방범대 설치 및 운영에 관한 법률’ 시행에 따라 그동안 조례에만
자율	| 용인특례시의회 자치행정위원회는 4일 의회 대회의실에서 ‘용인시 자율방범대 지원에 관한 조례 전부개정조례안’에 대한 간담회를 개최했다. 이번 전부개정조례안은 ‘	자율	방범대 설치 및 운영에 관한 법률’ 시행에 따라 그동안 조례에만 의존해 운영되던 자율방범대 지원 근거를 상위법에 맞게 정비하고, 동시에 자율방범대
자율	관한 조례 전부개정조례안’에 대한 간담회를 개최했다. 이번 전부개정조례안은 ‘자율방범대 설치 및 운영에 관한 법률’ 시행에 따라 그동안 조례에만 의존해 운영되던	자율	방범대 지원 근거를 상위법에 맞게 정비하고, 동시에 자율방범대 활동을 위한 법적·재정적 기반을 강화하는 데 목적을 두고 있다. 현재 용인시에는 동부연합대와
자율	전부개정조례안은 ‘자율방범대 설치 및 운영에 관한 법률’ 시행에 따라 그동안 조례에만 의존해 운영되던 자율방범대 지원 근거를 상위법에 맞게 정비하고, 동시에	자율	방범대 활동을 위한 법적·재정적 기반을 강화하는 데 목적을 두고 있다. 현재 용인시에는 동부연합대와 서부연합대를 중심으로 47개 지대, 900여 명의 자율방범대원이
자율	동시에 자율방범대 활동을 위한 법적·재정적 기반을 강화하는 데 목적을 두고 있다. 현재 용인시에는 동부연합대와 서부연합대를 중심으로 47개 지대, 900여 명의	자율	방범대원이 지역 곳곳에서 범죄 예방과 주민 안전을 위해 활발히 활동하고 있다. 대표 발의자인 신나연 의원 주관으로 열린 이날 간담회에는 자치행정위원회
자율	안전을 위해 활발히 활동하고 있다. 대표 발의자인 신나연 의원 주관으로 열린 이날 간담회에는 자치행정위원회 의원들과 시 행정과, 용인서부경찰서 관계자, 용인시	자율	방범대 동부연합대원 등이 참석해 조례안의 주요 내용을 살피며 자유롭게 의견을 나눴다. 김진석 자치행정위원장은 “상위법 제정으로 자율방범대의 법적 위상이 강화된 만큼
자율	원들과 시 행정과, 용인서부경찰서 관계자, 용인시자율방범대 동부연합대원 등이 참석해 조례안의 주요 내용을 살피며 자유롭게 의견을 나눴다. 김진석 자치행정위원장은 “상위법 제정으로	자율	방범대의 법적 위상이 강화된 만큼 우리 시 조례도 그 취지에 맞게 정비가 필요하다”며, “시민 안전을 지키는 든든한 파수꾼인 자율방범대가 안정적으로
자율	“상위법 제정으로 자율방범대의 법적 위상이 강화된 만큼 우리 시 조례도 그 취지에 맞게 정비가 필요하다”며, “시민 안전을 지키는 든든한 파수꾼인	자율	방범대가 안정적으로 활동하도록 지원을 강화하겠다”고 말했다. 신나연 의원은 “이번 전부개정조례안은 자치행정위원회 의원 모두가 함께 고민하고 다듬어 온 조례로, 여러 의원들의
자율	함께 고민하고 다듬어 온 조례로, 여러 의원들의 도움 덕분에 대표발의를 맡게 됐다”며 “오늘 간담회에서 오고 간 의견을 조례안에 최대한 반영해	자율	방범대가 안심하고 활동할 수 있는 제도적 기반을 마련하는데 힘쓰겠다”고 덧붙였다. 한편, ‘용인시 자율방범대 지원에 관한 조례 전부개정조례안’은 오는 15일부터 시작되는
자율	“오늘 간담회에서 오고 간 의견을 조례안에 최대한 반영해 자율방범대가 안심하고 활동할 수 있는 제도적 기반을 마련하는데 힘쓰겠다”고 덧붙였다. 한편, ‘용인시	자율	방범대 지원에 관한 조례 전부개정조례안’은 오는 15일부터 시작되는 용인특례시의회 제298회 임시회 기간 중 심사·의결될 예정이다. 댓글 | 많이 본 기사
