자율	어떤 물리적인 공간 변화를 뜻하긴 합니다만 단순히 그것만 의미하는 건 아닙니다. 거기 핵심에는 자기가 주인이 될 수 있는 삶 자유	자율	성 이런 가치들과 맞닿아 있는데요. 이제까지 장애인들을 둘러싼 국가 제도나 사회 환경이 이게 전혀 고려되지 않았던 상태인 거죠. 일상적으로는 가게의
자율	상태인 거죠. 일상적으로는 가게의 문턱 그리고 대중교통 수단들 그리고 병원의 치료 환경 사람들의 인식. 어쨌든 의도한 것은 아니지만 결과적으로는 장애인의	자율	성이나 권리를 무시하는 환경과 인식이 자연스럽게 자리 잡고 있었고 이걸 바꾸자는 이야기였습니다. 그중에 장애인 거주 시설은 대표적인 장애인의 자유를 침해하는
자립	혐오 앞에서 때로는 보이지 않는 차별의 벽 뒤에서 조금이라도 나은 장애인들의 삶을 위해 애쓰는 움직임들이 있습니다. 그 가운데 하나인 대구사람장애인	자립	생활센터 전근배 사무국장으로부터 장애인들의 현실에 대해 들어봤습니다. [김혜숙 아나운서] 장애인들이 시설에 고립될 것이 아니라 사회 속에서 자립해서 함께 살아갈 수
자립	다. 그 가운데 하나인 대구사람장애인자립생활센터 전근배 사무국장으로부터 장애인들의 현실에 대해 들어봤습니다. [김혜숙 아나운서] 장애인들이 시설에 고립될 것이 아니라 사회 속에서	자립	해서 함께 살아갈 수 있도록 지원하고 지역사회에 정착할 수 있도록 힘써 온 분들이 있습니다. 대구사람장애인자립생활센터가 창립 20주년을 맞았다는데요. 우리 지역
자립	고립될 것이 아니라 사회 속에서 자립해서 함께 살아갈 수 있도록 지원하고 지역사회에 정착할 수 있도록 힘써 온 분들이 있습니다. 대구사람장애인	자립	생활센터가 창립 20주년을 맞았다는데요. 우리 지역 장애인의 권리 증진과 차별 철폐를 위해서도 활발하게 활동해 오고 있습니다. 장애인 운동의 자립이라는 개념을
자립	분들이 있습니다. 대구사람장애인자립생활센터가 창립 20주년을 맞았다는데요. 우리 지역 장애인의 권리 증진과 차별 철폐를 위해서도 활발하게 활동해 오고 있습니다. 장애인 운동의	자립	이라는 개념을 바르게 정립하고 잘못된 선입견을 바꾸는 데도 많은 노력을 기울이고 있는데요. 오늘 이 시간도 아마 도움이 되지 싶습니다. 대구사람장애인자립생활센터
자립	자립이라는 개념을 바르게 정립하고 잘못된 선입견을 바꾸는 데도 많은 노력을 기울이고 있는데요. 오늘 이 시간도 아마 도움이 되지 싶습니다. 대구사람장애인	자립	생활센터 전근배 사무국장 연결돼 있습니다. 안녕하십니까? [전근배 대구사람장애인자립생활센터 사무국장] 네, 안녕하세요. [김혜숙 아나운서] 예, 오늘이 마침 또 12월 3일이기도
자립	데도 많은 노력을 기울이고 있는데요. 오늘 이 시간도 아마 도움이 되지 싶습니다. 대구사람장애인자립생활센터 전근배 사무국장 연결돼 있습니다. 안녕하십니까? [전근배 대구사람장애인	자립	생활센터 사무국장] 네, 안녕하세요. [김혜숙 아나운서] 예, 오늘이 마침 또 12월 3일이기도 해서요. 1년 전 밤, 참 느닷없었습니다. 모든 국민들에게
자립	선포, 그리고 그 일련의 긴박했던 정보들이 누락 없이 소외 없이 전해졌는지 또 장애인들의 삶에는 어떤 영향을 미쳤는지 궁금하거든요. [전근배 대구사람장애인	자립	생활센터 사무국장] 공교롭게도 12월 3일이 UN에서 정한 세계 장애인의 날입니다. 그래서 이쯤에 장애인 단체들에서 여러 집회나 행사를 여는데요. 작년은 32번째
자립	제한하고 정치 활동을 금지하는 이런 것들이 표현돼 있었기 때문에 약간 혼란이 있었습니다. [김혜숙 아나운서] 위기감을 느끼셨겠어요? 집회하러 올라갔는데··· [전근배 대구사람장애인	자립	생활센터 사무국장] 맞습니다. 그래서··· 하지만 조금 바로 혼란을 바로잡고 국회에 시민들이 같이 모여 있는 상황이었기 때문에 같이 저희도 연대를 했었습니다.
