özerklik		Özerklik	Nedir? (Demokratik ve Yerel Özerklik) Özerkliğin Anlamı ve Kapsamı Özerklik, sözcük anlamı itibariyle, yönetim açısından dış baskılardan ve denetimlerden bağımsız
özerklik	Özerklik Nedir? (Demokratik ve Yerel	Özerklik)	Özerkliğin Anlamı ve Kapsamı Özerklik, sözcük anlamı itibariyle, yönetim açısından dış baskılardan ve denetimlerden bağımsız olma halini tanımlar. "Muhtariyet" olarak
özerklik	Özerklik Nedir? (Demokratik ve Yerel Özerklik)	Özerkliğin	Anlamı ve Kapsamı Özerklik, sözcük anlamı itibariyle, yönetim açısından dış baskılardan ve denetimlerden bağımsız olma halini tanımlar. "Muhtariyet" olarak da
özerklik	Özerklik Nedir? (Demokratik ve Yerel Özerklik) Özerkliğin Anlamı ve Kapsamı	Özerklik,	sözcük anlamı itibariyle, yönetim açısından dış baskılardan ve denetimlerden bağımsız olma halini tanımlar. "Muhtariyet" olarak da bilinen sözcüğün bir diğer
özerklik	işlerini kendi iradesiyle, kendi kendine ve kendi organları ile yapıyorsa ve tüm bunları yapabilmesine olanak sağlayan kaynakları mevcutsa özerktir. Yani,	özerklik,	kısaca kendi kendine yetme ve yönetimde serbest olma durumudur. Özerklik, dokunulmazlık anlamına gelmez. Aynı şekilde, bağımsız olmak demek de değildir.
özerklik	ve tüm bunları yapabilmesine olanak sağlayan kaynakları mevcutsa özerktir. Yani, özerklik, kısaca kendi kendine yetme ve yönetimde serbest olma durumudur.	Özerklik,	dokunulmazlık anlamına gelmez. Aynı şekilde, bağımsız olmak demek de değildir. Özerkliğin sınırları ve çerçevesini anayasa ve yasalar belirler. Eğer, yasaların
özerklik	kısaca kendi kendine yetme ve yönetimde serbest olma durumudur. Özerklik, dokunulmazlık anlamına gelmez. Aynı şekilde, bağımsız olmak demek de değildir.	Özerkliğin	sınırları ve çerçevesini anayasa ve yasalar belirler. Eğer, yasaların olumsuz şekilde yorumlandığı, ülke çıkarlarıyla uyuşmayan kararların alındığı ve bu kararların
özerklik	yasaların olumsuz şekilde yorumlandığı, ülke çıkarlarıyla uyuşmayan kararların alındığı ve bu kararların uygulandığı bir ortam varsa, bu ortamı oluşturan topluluk	özerklik	kavramının niteliklerine ters düşüyor demektir. Özerkliğin asli amacı, hizmettir. Verilen hizmetlerin daha iyi yürütülmesi hedeflendiği için özerklik uygulanır. Özerklik, yasalarla
özerklik	uyuşmayan kararların alındığı ve bu kararların uygulandığı bir ortam varsa, bu ortamı oluşturan topluluk özerklik kavramının niteliklerine ters düşüyor demektir.	Özerkliğin	asli amacı, hizmettir. Verilen hizmetlerin daha iyi yürütülmesi hedeflendiği için özerklik uygulanır. Özerklik, yasalarla belirlenmiş çerçeve içinde kaldığı müddetçe, idarelerin
özerklik	ortamı oluşturan topluluk özerklik kavramının niteliklerine ters düşüyor demektir. Özerkliğin asli amacı, hizmettir. Verilen hizmetlerin daha iyi yürütülmesi hedeflendiği için	özerklik	uygulanır. Özerklik, yasalarla belirlenmiş çerçeve içinde kaldığı müddetçe, idarelerin kendi faaliyetlerine hakim olacakları kuralları, kendi seçtikleri organlar vasıtasıyla koymaya hak
