otonomi	an bir durumu ifade etmekte ve batı dillerinde kendi başına bağımsız hareket etme durumunu belirten	otonomi	 sözcüğü ile tanımlanmaktadır. Eski Türkçe de bu durumu ifade etmek için kullanılan muhtariyet kavra
otonomi	küçük birimi olan köylerde birimi temsil eden yönetici kişiye muhtar adı verilmiştir. Muhtariyet ve	otonomi	 sözlük açısından aynı anlama gelirken, Türk dil devrimi sonrasında yabancı kökenli kavramlar yerine
otonomi	rken, Türk dil devrimi sonrasında yabancı kökenli kavramlar yerine öz Türkçe karşılıklar bulunurken	otonomi	nin karşılığı olarak özerklik sözcüğü öz kavramından hareket edilerek, Türk dilinin yeni bir sözcük
otonomi	gili olarak tanınmıştır. Muhtar üzerinden köylere tanınmış olan muhtariyetin aslında batılı anlamda	otonomi	 kavramı doğrultusunda bürokrasinin dışında kalan bir hareket serbestîsini ifade ettiğini bu aşamada
özerklik	 sürüklenen Türkiye Cumhuriyeti, içinde bulunduğu en kritik aşamada, Güneydoğu sorunu üzerinden bir	özerklik	 tartışmasına sahne olmaktadır. Osmanlı İmparatorluğu sonrası dönemde, kuzey Mezopotamya’da gündeme
özerklik	e, başta bölücü terör örgütü olmak üzere bütün bölücü ve federasyoncu kesimler ağız birliği ile bir	özerklik	 şarkısı söylemeye başlamışlardır. Bir oldubitti yaratarak yeni bir ulus devletin önünü açabilmek üz
özerklik	ğrultusunda yaratılmak istenen kafa karışıklığı ve her türlü spekülasyonun önlenmesi gerekmektedir.	Özerklik	; kavram olarak öz kökünden gelmekte ve bir benlik ile kendi olma halinin çekirdek durumunu açıklama
özerklik	ek, işin esasını dikkate almak ve öze öncelik vermek anlamına gelmektedir. Öz kavramından türetilen	özerklik	 ise öze dayalı ve özü esas alan bir durumu ifade etmekte ve batı dillerinde kendi başına bağımsız h
özerklik	sında yabancı kökenli kavramlar yerine öz Türkçe karşılıklar bulunurken otonominin karşılığı olarak	özerklik	 sözcüğü öz kavramından hareket edilerek, Türk dilinin yeni bir sözcük olarak kullanılmaya başlanmış
özerklik	ini bu aşamada dikkate almak gerekmektedir. Eski Türkçe muhtariyetin, Türkçe dil devrimi sonrasında	özerklik	 kavramı ile ifade edilmeye başlanmasından sonra özerlik kavramının daha fazla kullanılmaya başladığ
özerklik	rde batı merkezli ülkelerden kaynaklanan tutum değişikliği doğrultusunda, bazı kamu kurumlarında da	özerklik	 statüsünün devreye sokulduğu görülmektedir. Bu nedenle, bir kamu kuruluşunun devletin merkezi iktid
özerklik	ine uğramadan, kendi işlerini yönetebilmesini sağlayan yetki ve kurumlar ile donatılmış olma durumu	özerklik	 olarak ifade edilmeye başlanmıştır. Kamu kurumlarının daha üst bir makama bağlı olmadan hareket ede
özerklik	dilmeye başlanmıştır. Kamu kurumlarının daha üst bir makama bağlı olmadan hareket edebilme statüsü,	özerklik	 olarak tanımlanırken, kendi kaynakları ile ayakta kalan ve kendi işlerini yürütebilen kurumların ma
özerklik	arak tanımlanırken, kendi kaynakları ile ayakta kalan ve kendi işlerini yürütebilen kurumların mali	özerkliği	 bulunduğu da öne sürülmüştür. Özerklik idari olduğu kadar mali ya da hukuki boyutlara sahip olmakta
özerklik	 ayakta kalan ve kendi işlerini yürütebilen kurumların mali özerkliği bulunduğu da öne sürülmüştür.	Özerklik	 idari olduğu kadar mali ya da hukuki boyutlara sahip olmakta ve belirli bir serbestlik alanının ya
