özerklik	Galiçya	Özerklik	 Tüzüğü (1936) Galiçya Özerklik Tüzüğü (1936), 1936 yılında Galiçya'nın İspanya bünyesinde özerklik
özerklik	Galiçya Özerklik Tüzüğü (1936) Galiçya	Özerklik	 Tüzüğü (1936), 1936 yılında Galiçya'nın İspanya bünyesinde özerklik kazanması için oluşturulan tüzü
özerklik	 Özerklik Tüzüğü (1936) Galiçya Özerklik Tüzüğü (1936), 1936 yılında Galiçya'nın İspanya bünyesinde	özerklik	 kazanması için oluşturulan tüzük. İspanya Meclisinde oylamaya sunularak kabul edildi. İspanya İç Sa
özerklik	n yürürlükten kaldırıldı. Franco iktidarının sona ermesinden sonra 1981 yılında yeniden oluşturulan	özerklik	 tüzüğüne emsal oldu. Tarihi [değiştir | kaynağı değiştir]Yirminci yüzyılın başlarında Galiçyalı siy
özerklik	ler İspanya ile Galiçya arasındaki ilişkilere önem vermekteydiler. Onların fikrine göre Galiçya'nın	özerkliği	 ileride bağımsızlığı getirecekti. İkinci İspanya Cumhuriyeti döneminde (1931-1939) bazı entelektüel
özerklik	riyeti döneminde (1931-1939) bazı entelektüel insanlar, İspanya'da yaşayan diğer halklarla birlikte	özerklik	ten yararlanabilmek için İspanya'yı federal devlete çevirmeyi teklif ettiler.[1] Bu fikirden ilham a
özerklik	nin kuruluşundan kısa bir süre sonra, Seminario de Estudos Galegos (Galiçya Araştırmaları Semineri)	özerklik	 statüsü için erken taslak sundu. Bunlar şöyledir: - Madde Galiçya, İspanya Federal Cumhuriyeti için
özerklik	, 5) Genel ilkeler, 6) Geçici hazırlıklar. İspanya'nın federal devlete dönüşmesi halinde Galiçya da	özerklik	 kazanacaktı.[3] Ülkenin resmi dilleri Galiçyaca ve İspanyolca dilleri olacaktı. Galiçya Başkanlığı
özerklik	 hazırlanmış, İspanya hükûmeti tarafından kabul edilmiştir. 1981 yılında Galiçya İspanya bünyesinde	özerklik	 kazanmıştır. Kaynakça [değiştir | kaynağı değiştir]- Bu madde w:az:Qalisiya Muxtariyyət Əsasnaməsi
özerklik	ho voted more than 99 per cent voted 'yes'" Dış bağlantılar [değiştir | kaynağı değiştir]- 'Galiçya	Özerklik	 Tüzüğü 1936, 1981 5 Ekim 2011 tarihinde Wayback Machine sitesinde arşivlendi.. Galiçya Meclisi, 201
