otonomi		Otonomi	ve Ruh Sağlığı Otonomi, bireyin kendi kendini yönetebilme, harekete geçebilme becerisidir. Bazı kaynaklar, otonomi kavramı yerine ‘ özerk ’ kavramını
otonomi	Otonomi ve Ruh Sağlığı	Otonomi,	bireyin kendi kendini yönetebilme, harekete geçebilme becerisidir. Bazı kaynaklar, otonomi kavramı yerine ‘ özerk ’ kavramını kullanmaktadır. Eğitim psikolojisi dersini
otonomi	Otonomi ve Ruh Sağlığı Otonomi, bireyin kendi kendini yönetebilme, harekete geçebilme becerisidir. Bazı kaynaklar,	otonomi	kavramı yerine ‘ özerk ’ kavramını kullanmaktadır. Eğitim psikolojisi dersini almış danışanlarım, Maslow ihtiyaçlar hiyerarşisini hatırlayacaktır. Bu hiyerarşiye göre en
otonomi	bilinememesi oldu. Kendini gerçekleştirme, insanın özünde var olan potansiyelini, gizil güçlerini açığa çıkarması ve bunu en iyi şekilde kullanabilmesidir. ‘	Otonomi	’ dediğimiz durum da, burada devreye girer. Bireye aktarılan genel geçer doğrular değil, bireyin; kendisinin oluşturduğu, araştırarak, deneyerek, düşüncelerini analiz
otonomi	göre hareket eder. Bu durum, bireyin ‘ anti-sosyal ’ olmasını ifade etmez. Yani topluma karşı aykırılık şeklinde düşünmek yanlış olur.	Otonomi,	bireyselleşmenin sonucu olarak, davranışlarının sorumluluğunu almaktan kaçınmayan bireylerin varlığını sağlar. Psikoloji de ‘ total davranış ’ olarak kabul edilen; hareket,
otonomi	davranış ’ olarak kabul edilen; hareket, düşünme, duygu, fizyoloji alanı vardır. Bu alanlar, isteklerimize ulaşmanın, en uygun yoludur. Birey, sağlıklı	otonomi	geliştirirse, total davranış alanlarına karşı duyarlı olur. Sadece duyduklarına inanmaz. Duyduklarını araştırır, davranışlarında dener ve sonucuna göre kendi doğrularını oluşturur.
otonomi	ve sonucuna göre kendi doğrularını oluşturur. Bazı durumlar karşısında sadece hissettikleriyle hareket etmez, düşünerek, objektif bakış açısını da kullanır. Böylece	otonomi	alanı gelişmiş bireylerin, ruh sağlığı da olumlu yönde etkilenir. Aile ortamı, arkadaş ortamı, iş yaşamı gibi alanlarda, başkalarına bağımlı olmaz.
otonomi	alanı gelişmiş bireylerin, ruh sağlığı da olumlu yönde etkilenir. Aile ortamı, arkadaş ortamı, iş yaşamı gibi alanlarda, başkalarına bağımlı olmaz.	Otonomi	alanı geliştiği için, kendini gerçekleştirmiş birey olarak yaşamda var olur. Bu durumun aksi olursa, kişi hem arkadaş hem de iş
otonomi	olmayan bu bireyler, bir süre sonra kendilerini huzursuz hissetmeye başlarlar. Neden bu şekilde huzursuz hissettiklerini de kendilerine bile açıklayamazlar. Birey,	otonomi	alanının farkında olursa, kendisini gerçekleştirmek için her an çaba gösterir. Duygu, düşünce, davranışlarına yön verdikçe, amaca yönelik çeşitli bakış açıları
otonomi	verdikçe, amaca yönelik çeşitli bakış açıları geliştirir. Böylece öznel dünya ve başkalarıyla olan sosyal dünya arasında dengeli bir köprü kurar.	Otonomi	motivasyonumuzu yüksek tutmamız dileğiyle… Kaynakça
