1	савета міністраў 3 Заканадаўства і межы 4 Гл таксама BUTTON Змяніць стан падраздзелу Гл таксама 4 1 Спіс гарадоў Палесцінскай	аўтаноміі	o 4 1 1 Заходні бераг ракі Іардан o 4 1 2 Спрэчныя тэрыторыі o 4 1 3 Сектар Газа
1	1 2 Спрэчныя тэрыторыі o 4 1 3 Сектар Газа 5 Праект Канстытуцыі Дзяржавы Палесціна 6 Спасылкі Пераключыць змест Палесцінская	аўтаномія	89 моў Aragonés العربية مصرى Asturianu Azərbaycanca Български ব ল Brezhoneg Bosanski Буряад Catal Нохчийн کوردی Čeština Cymraeg Dansk Deutsch
1	па значнасці асобай ПА з’яўляецца старшыня парламента ён выконвае абавязкі Прэзідэнта ў выпадку смерці або адстаўкі апошняга Першапачаткова органы ўлады	аўтаноміі	былі сфармаваныя кіраўніцтвам Арганізацыі вызвалення Палесціны АВП 20-я сесія Цэнтральнай рады Палесціны якая праходзіла ў Тунісе 10 12 кастрычніка 1993
1	прыняты ПЗР у кастрычніку 1997 году і падпісаны Ясірам Арафатам 29 мая 2002 года Гэтым законам Іерусалім абвешчаны сталіцай Палесцінскай	аўтаноміі	Папраўкамі прынятымі 10 сакавіка 2003 года і падпісанымі 18 сакавіка 2003 года у ПА ўведзены пост прэм’ер-міністра адказнага перад парламентам
1	Іерусалім кантралюецца ізраільскімі войскамі Сектар Газа і Заходні бераг ракі Іардан уяўляюць сабою два анклаўу падзеленыя тэрыторыяй Ізраіля Тэрыторыя Палесцінскай	аўтаноміі	афіцыйна падзеленая на 16 мухафаз правінцый 11 на Заходнім беразе ракі Іардан Усходні Іерусалім Джанін Тулькарм Тубас Наблус Калькілія Салфіт
1	у Сектары Газа Паўночная Газа Газа Дзір эль-Балях Хан-Юніс Рафах Гл таксама правіць правіць зыходнік Дзяржава Палесціна Спіс гарадоў Палесцінскай	аўтаноміі	правіць правіць зыходнік Заходні бераг ракі Іардан правіць правіць зыходнік Бэйт-Джала Бэйт-Сахур Віфлеем Джанін Іерыхон Арыха Іерыхо Калькілія Наблус Шхем
1	Сухапутныя войскі Ваенна-паветраныя сілы Ваенна-марскі флот Знешняя разведка Агульная служба бяспекі Ваенная разведка Паліцыя Геаграфія Сталіца Адміністрацыйны падзел Гарады Палесцінская	аўтаномія	Прырода Клімат Флора Фаўна Нетры Нацыянальныя паркі Водныя рэсурсы Насельніцтва Ізраільцяне Мовы іўрыт арабская ідыш Рэлігія Навука Спорт Адукацыя Ахова
1	Харватыя Чэхія Швецыя Эстонія Іншыя краіны Албанія Алжыр Боснія і Герцагавіна Вялікабрытанія Егіпет Іарданія Ізраіль Ліван Манака Марока Маўрытанія Палесцінская	аўтаномія	Сірыя Туніс Турцыя Чарнагорыя Назіральнік Лівія Узята з https be wikipedia org w index php title Палесцінская аўтаномія oldi d
1	Маўрытанія Палесцінская аўтаномія Сірыя Туніс Турцыя Чарнагорыя Назіральнік Лівія Узята з https be wikipedia org w index php title Палесцінская	аўтаномія	oldi d 4843390 Катэгорыі Дзяржава Палесціна Палесцінская аўтаномія Апошняе змяненне старонкі адбылося 17 38 21 верасня 2024 Тэкст даступны на
1	Лівія Узята з https be wikipedia org w index php title Палесцінская аўтаномія oldi d 4843390 Катэгорыі Дзяржава Палесціна Палесцінская	аўтаномія	Апошняе змяненне старонкі адбылося 17 38 21 верасня 2024 Тэкст даступны на ўмовах ліцэнзіі Creative Commons Attribution-ShareAlike у асобных выпадках
1	паводзін Распрацоўшчыкі Статыстыка Заява пра cookie Мабільная версія Wikimedia Foundation Powered by MediaWiki BUTTON Пошук BUTTON Пошук Пераключыць змест Палесцінская	аўтаномія	BUTTON 89 моў Дадаць тэму
