аўтаномія	прылады Ахвяраваньні Стварыць уліковы запіс Увайсьці Зьмест BUTTON перанесьці ў бакавую панэль BUTTON схаваць Пачатак 1 Крыніцы Схаваць паказаць зьмест	Аўтаномія	75 моваў العربية Azərbaycanca 閩南語 Bân-lâm-gí Башҡортса Беларуская Български Bosanski Catal Čeština Cymraeg Dansk Deutsch Eesti Ελληνικά English Español Esperanto
аўтаномія	па-грэцку νομος закон права на самастойнае ажыцьцяўленьне пэўных функцыяў дзяржаўнай улады ці на кіраваньне якой-небудзь часткай дзяржавы дадзенае агульнадзяржаўнай канстытуцыяй	Аўтаномія	звычайна будуецца паводле адміністрацыйна-тэрытарыяльнага прынцыпу й можа мець розную арганізацыю рэспубліка акруга вобласьць асобная нацыянальная альбо рэлігійная супольнасьць 1 Адрозьніваюць
аўтаномія	паводле адміністрацыйна-тэрытарыяльнага прынцыпу й можа мець розную арганізацыю рэспубліка акруга вобласьць асобная нацыянальная альбо рэлігійная супольнасьць 1 Адрозьніваюць адміністрацыйную палітычную	аўтаномію	Палітычная аўтаномія як правіла даецца тэрыторыям кампактна заселеным нацыянальнымі супольнасьцямі што вызначаюцца асаблівасьцямі мовы мэнтальнасьці эканамічнага палітычнага й культурнага разьвіцьця
аўтаномія	прынцыпу й можа мець розную арганізацыю рэспубліка акруга вобласьць асобная нацыянальная альбо рэлігійная супольнасьць 1 Адрозьніваюць адміністрацыйную палітычную аўтаномію Палітычная	аўтаномія	як правіла даецца тэрыторыям кампактна заселеным нацыянальнымі супольнасьцямі што вызначаюцца асаблівасьцямі мовы мэнтальнасьці эканамічнага палітычнага й культурнага разьвіцьця Палітычная аўтаномія
аўтаномія	аўтаномія як правіла даецца тэрыторыям кампактна заселеным нацыянальнымі супольнасьцямі што вызначаюцца асаблівасьцямі мовы мэнтальнасьці эканамічнага палітычнага й культурнага разьвіцьця Палітычная	аўтаномія	азначае права нацыянальна-тэрытарыяльнага ўтварэньня самастойна ажыцьцяўляць ўнутранае кіраваньне Нацыянальна-культурная аўтаномія свабоднае самастойнае функцыянаваньне й разьвіцьцё нацыянальных культур асобных этнічных супольнасьцяў
аўтаномія	вызначаюцца асаблівасьцямі мовы мэнтальнасьці эканамічнага палітычнага й культурнага разьвіцьця Палітычная аўтаномія азначае права нацыянальна-тэрытарыяльнага ўтварэньня самастойна ажыцьцяўляць ўнутранае кіраваньне Нацыянальна-культурная	аўтаномія	свабоднае самастойнае функцыянаваньне й разьвіцьцё нацыянальных культур асобных этнічных супольнасьцяў што грунтуецца на канстытуцыі ці іншых заканадаўчых актах краіны Можа
аўтаномія	на канстытуцыі ці іншых заканадаўчых актах краіны Можа існаваць у форме нацыянальных радаў школаў культурна-асьветніцкіх установаў і інш 1 Царкоўная	аўтаномія	самастойнасьць незалежнасьць царквы ў пытаньнях унутранага кіраваньня аўтакефалія 1 Крыніцы рэдагаваць рэдагаваць код 1 а б в Аўтаномія Беларуская энцыклапедыя
аўтаномія	1 Царкоўная аўтаномія самастойнасьць незалежнасьць царквы ў пытаньнях унутранага кіраваньня аўтакефалія 1 Крыніцы рэдагаваць рэдагаваць код 1 а б в	Аўтаномія	Беларуская энцыклапедыя ў 18 тамах Генадзь Пашкоў Менск БелЭн 1996 Т 2 С 117 480 с 10 000 ас ISBN
аўтаномія	2 С 117 480 с 10 000 ас ISBN 985-11-0061-7 Атрымана з https be-tarask wikipedia org w index php title	Аўтаномія	oldid 2021 777 Катэгорыі Аўтаномія Самакіраваньне Міжнароднае права Канстытуцыйнае права Гэтая старонка апошні раз рэдагавалася 6 лістапада 2018 году ў
аўтаномія	10 000 ас ISBN 985-11-0061-7 Атрымана з https be-tarask wikipedia org w index php title Аўтаномія oldid 2021 777 Катэгорыі	Аўтаномія	Самакіраваньне Міжнароднае права Канстытуцыйнае права Гэтая старонка апошні раз рэдагавалася 6 лістапада 2018 году ў 20 52 Гэты тэкст даступны
аўтаномія	паводзінаў Распрацоўнікі Статыстыка Заява пра маркёр Мабільная вэрсія Wikimedia Foundation Powered by MediaWiki BUTTON Пошук BUTTON Пошук Схаваць паказаць зьмест	Аўтаномія	BUTTON 75 моваў Дадаць тэму
