1	logo НАВІНЫ ТЭСТЫ Шук BUTTON site logo site logo Папярэдняя старонка Наступная старонка Гарачыя навіны Сёньня на Свабодзе ФЭДЭРАЛЬНАЯ НАЦЫЯНАЛЬНА-КУЛЬТУРНАЯ	АЎТАНОМІЯ	БЕЛАРУСЫ РАСЕІ 5 ГАДОЎ ДЗЕЙНАСЬЦІ 16 красавік 2004 15 00 ФЭДЭРАЛЬНАЯ НАЦЫЯНАЛЬНА-КУЛЬТУРНАЯ АЎТАНОМІЯ БЕЛАРУСЫ РАСЕІ 5 ГАДОЎ ДЗЕЙНАСЬЦІ text Падзяліцца
1	Гарачыя навіны Сёньня на Свабодзе ФЭДЭРАЛЬНАЯ НАЦЫЯНАЛЬНА-КУЛЬТУРНАЯ АЎТАНОМІЯ БЕЛАРУСЫ РАСЕІ 5 ГАДОЎ ДЗЕЙНАСЬЦІ 16 красавік 2004 15 00 ФЭДЭРАЛЬНАЯ НАЦЫЯНАЛЬНА-КУЛЬТУРНАЯ	АЎТАНОМІЯ	БЕЛАРУСЫ РАСЕІ 5 ГАДОЎ ДЗЕЙНАСЬЦІ text Падзяліцца Падзяліцца BUTTON Капіяваць спасылку Facebook X Twitter Telegram Email text Падзяліцца Падзяліцца BUTTON
1	беларускіх дзяржаўных мэдыях зьявіўся шэраг паведамленьняў пра актыўную дзейнасьць беларусаў у Расеі Пяць гадоў ад пачатку стварэньня адзначала Фэдэральная нацыянальна-культурная	аўтаномія	Беларусы Расіі З гэтай нагоды былі праведзены некалькі мерапрыемстваў Аўтаномія абвесьціла таксама аб пачатку выданьня ўласнай газэты Наколькі пададзеная інфармацыя
1	у Расеі Пяць гадоў ад пачатку стварэньня адзначала Фэдэральная нацыянальна-культурная аўтаномія Беларусы Расіі З гэтай нагоды былі праведзены некалькі мерапрыемстваў	Аўтаномія	абвесьціла таксама аб пачатку выданьня ўласнай газэты Наколькі пададзеная інфармацыя адпавядае рэальнаму стану рэчаў з беларускімі справамі ў Расеі Да
1	спадара Алега Рудакова старшыню Іркуцкага таварыства беларускай культуры імя Яна Чэрскага Узровень гэтых мерапрыемстваў у пэўнай ступені характарызуе самую дзейнасьць	аўтаноміі	Беларусы Расеі Шмат аб чым гаворыць і тое што іх правядзеньне было прымеркавана да 2 красавіка так званага дня яднаньня
1	не было напрыклад з Калінінграда прадстаўнікоў не было з Санкт-Пецярбургу зь Цюмені нікога Тэма канфэрэнцыі даволі выразна абазначала пазыцыі кіраўніцтва	аўтаноміі	Роль беларускай дыяспары ў разьвіцьці інтэграцыйных працэсаў Рудакоў Тэма была заяўлена але у асноўным прадстаўнік кожнай суполкі распавядаў пра тое
1	Рудакоў Цяпер я бачу што мяне пачыналі ўспрымаць Напрыклад мяне на першы зьезд ФНК не пускалі ФНК гэта Фэдэральная нацыянальна-культурная	аўтаномія	беларусаў Расеі На другі зьезд я быў запрошаны мне ўжо там далі выступіць Гэта было год таму Я там таксама
1	інтэграцыйных працэсаў Спачатку я не паглядзеў далі і далі а потым калі разгледзеў Сурмач Пасьля канфэрэнцыі адбыліся ўрачыстасьці да юбілею	аўтаноміі	Рудакоў Ад поўдня і да вечара было мерапрыемства прысьвечанае 5-й гадавіне ўтварэньня ФНК Гэтае мерапрыемства заключалася ў тым што сабралі
1	вобласьці выказаў удзячнасьць Аляксандру Лукашэнку за асабісты ўдзел у разьвіцьці эканамічнага супрацоўніцтва з Кузбасам Сурмач Спадар Алег ці на ўрачыстасьцях	аўтаноміі	ад расейскіх уладаў нехта ўдзельнічаў Рудакоў Не яны былі толькі на другі дзень вечарам калі быў канцэрт прысьвечаны 8-й гадавіне
1	з нагоды яднаньня народаў Расеі і Беларусі Сурмач Спадар Лех лічыць што няма асаблівай нагоды для адзначэньня 5-й гадавіны дзейнасьці	аўтаноміі	Беларусы Расеі Лех Шмат з таго што дэкляруецца зьяўляецца папросту ліпаю У свой час паведамлялі што тут стварылася 47 беларускіх
1	час паведамлялі што тут стварылася 47 беларускіх арганізацый па Расеі у 47 суб'ектах Расейскай Фэдэрацыі і на падставе гэтага стваралася	аўтаномія	беларусаў Расеі Але арганізацыі гэтыя ў большасьці былі ліпавыя Тое самае можна сказаць і пра аўтаномію беларусаў Масквы Яна створаная
1	на падставе гэтага стваралася аўтаномія беларусаў Расеі Але арганізацыі гэтыя ў большасьці былі ліпавыя Тое самае можна сказаць і пра	аўтаномію	беларусаў Масквы Яна створаная два гады таму кіруе ёй спадар Шляга Фактычна мы гэтую арганізацыю проста нідзе не бачылі Калі
1	Масквы Яна створаная два гады таму кіруе ёй спадар Шляга Фактычна мы гэтую арганізацыю проста нідзе не бачылі Калі стваралі	аўтаномію	беларусаў Расеі тады існавала міністэрства па справах нацыянальнасьцяў Расеі Абдулатыпаў выдзеліў тады на гэта грошы Пуцін зьліквідаваў гэтае міністэрства Па
1	ні бібліятэкі ні курсаў беларускай мовы нічога іншага чым маглі б карыстацца тамтэйшыя беларусы Але магчыма надзея ёсьць бо старшыня	аўтаноміі	Беларусы Расіі спадар Францішак Каўрыга на сьвяткаваньні юбілею абвесьціў што пытаньне аб стварэньні беларускага цэнтру будзе вырашанае цягам году Ва
1	сьвяткаваньні юбілею абвесьціў што пытаньне аб стварэньні беларускага цэнтру будзе вырашанае цягам году Ва ўсіх далёка не аптымістычных выніках дзейнасьці	аўтаноміі	Беларусы Расіі бадай што найбольш прывабна выглядае пачатак выданьня ўласнай газэты Беларусы Расіі Першы нумар меркаванага будучага штотыднёвіка ўжо выйшаў
1	атрымаць першы нумар ці ёсьць мажлівасьць падпісацца Дожын Гатэль Бэрлін у Маскве там маскоўскія ўлады дазволілі мець некалькі памяшканьняў для	аўтаноміі	Беларусы Расеі і там можна ўзяць Пра падпіску мы яшчэ не думаем праз год можам выйсьці на падпіску Сурмач А
