sens 1	мае a вялікая колькасць узнагарод у сваёй кароткай кар'еры Аўтаномнасць моцны бок пазадарожніка Электрычны энергаблок ст Kona Electric дазваляе а	аўтаномія	чагосьці больш за 482 кіламетраў у адпаведнасці з цыкл wltp Тым не менш гэта павялічваецца нават перавышае 600 кіламетраў у
sens 1	аўтаномнасць пазадарожніка Паспела дадаць нямецкае выданне 613 кіламетраў у той час як французская газета распаўсюджвалася да 734 4 кіламетраў іх	аўтаномія	Абодва часопісы ажыццявілі гэтыя туры с толькі адна поўная зарадка IFRAME https www youtube com embed Gx0019acqHE feature oembed Hyundai
sens 2	id GTM-KFD9SWG BUTTON Дысплей навігацыі Электрычны Тэсты Тэхнічныя лісты Топ 10 пошук Аб кампаніі SUV Hyundai Kona Electric узнагароджаны за	аўтаномнасць	і суадносіны кошту і якасці перагледжаныя выданне 15 Лістапад 2018 3 мін Hyundai Kona Electric узнагароджаны за аўтаномнасць і суадносіны
sens 2	узнагароджаны за аўтаномнасць і суадносіны кошту і якасці перагледжаныя выданне 15 Лістапад 2018 3 мін Hyundai Kona Electric узнагароджаны за	аўтаномнасць	і суадносіны кошту і якасці Hyundai Kona Electric быў названы Электрычным аўтамабілем года часопісам 01net падчас Парыжскага аўтасалона 2018 года
sens 2	Парыжскага аўтасалона 2018 года З моманту выхаду на рынак летам 2018 г розныя аўтамабільныя часопісы і гала станоўча ацанілі вялікая	аўтаномнасць	і суадносіны кошту і якасці Дэль Hyundai Kona Electric Азіяцкі пазадарожнік другі цалкам электрыфікаваны аўтамабіль паўднёвакарэйскага брэнда мае a вялікая
sens 2	Hyundai Kona Electric Азіяцкі пазадарожнік другі цалкам электрыфікаваны аўтамабіль паўднёвакарэйскага брэнда мае a вялікая колькасць узнагарод у сваёй кароткай кар'еры	Аўтаномнасць	моцны бок пазадарожніка Электрычны энергаблок ст Kona Electric дазваляе а аўтаномія чагосьці больш за 482 кіламетраў у адпаведнасці з цыкл
sens 2	можам лічыць яе адной з моцных бакоў паўднёвакарэйскага пазадарожніка Hyundai Kona Electric Hyundai Kona Eléctrico Першае выпрабаванне для праверкі яго	аўтаномнасці	адбылося падчас Парыжскі салон Падарожнічалі двое журналістаў і пяць аўтамабіляў Hyundai Kona Electric Франкфурта ў сталіцу Францыі У выніку электрыфікаваная
sens 2	Ground у Вялікабрытаніі Hyundai Kona Electric Hyundai Kona Eléctrico Нарэшце розныя часопісы такія як Аўтабілд y Карыдызіяк Яны таксама пратэставалі	аўтаномнасць	пазадарожніка Паспела дадаць нямецкае выданне 613 кіламетраў у той час як французская газета распаўсюджвалася да 734 4 кіламетраў іх аўтаномія
sens 2	года З моманту выхаду на рынак азіяцкі пазадарожнік не перастае атрымліваць прызнанне за згаданыя вышэй суадносіны кошту і якасці і	аўтаномнасць	Першы у ліпені 2018 г у в Auto Express New Car Awards Мадэль Hyundai абышла Nissan Leaf і Volkswagen e-Golf
sens 2	Electric Hyundai Kona Eléctrico Л Вялікабрытанія Parkers New Car Awards 2019 узнагароджаны як Лепшы экалагічна аўтамабіль электрычнай мадэлі азіяцкай маркі	Аўтаномнасць	карыснасць дызайн і даступны кошт сталі прычынамі прызначэння яго пераможцам Акрамя таго Пражскі аўтамабільны фестываль Escape6 у Чэхіі наз Зялёны
